23:30.1,242,500,600,23754,21976,7131,873,239,111
23:31.2,242,500,600,23754,21976,7131,873,239,111
23:32.2,242,500,600,23754,21976,7131,873,239,111
23:33.2,242,498,600,23739,21957,7111,871,243,114
23:34.3,242,498,600,23739,21957,7111,871,243,114
23:35.3,242,498,600,23739,21957,7111,871,243,114
23:36.4,242,497,600,23733,21941,7090,868,246,116
23:37.4,242,497,600,23733,21941,7090,868,246,116
23:38.4,242,497,600,23733,21941,7090,868,246,116
23:39.5,242,495,599,23725,21926,7064,866,248,117
23:40.5,242,495,599,23725,21926,7064,866,248,117
23:41.5,242,495,599,23725,21926,7064,866,248,117
23:42.6,243,495,600,23711,21909,7047,867,251,118
23:43.6,243,495,600,23711,21909,7047,867,251,118
23:44.6,243,495,600,23711,21909,7047,867,251,118
23:45.7,242,494,599,23692,21890,7037,871,252,118
23:46.7,242,494,599,23692,21890,7037,871,252,118
23:47.7,242,494,599,23692,21890,7037,871,252,118
23:48.8,243,494,600,23676,21872,7027,875,252,118
23:49.8,243,494,600,23676,21872,7027,875,252,118
23:50.8,243,494,600,23676,21872,7027,875,252,118
23:51.9,241,493,599,23667,21857,7018,877,251,117
23:52.9,241,493,599,23667,21857,7018,877,251,117
23:53.9,241,493,599,23667,21857,7018,877,251,117
23:55.0,241,493,599,23652,21837,7016,878,250,116
23:56.0,241,493,599,23652,21837,7016,878,250,116
23:57.0,241,493,599,23652,21837,7016,878,250,116
23:58.1,241,493,598,23633,21812,7011,879,249,113
23:59.1,241,493,598,23633,21812,7011,879,249,113
24:00.1,241,493,598,23633,21812,7011,879,249,113
24:01.2,240,493,598,23615,21791,7011,883,249,112
24:02.2,240,493,598,23615,21791,7011,883,249,112
24:03.3,240,493,598,23615,21791,7011,883,249,112
24:04.3,240,493,598,23603,21776,7016,885,250,112
24:05.3,240,493,598,23603,21776,7016,885,250,112
24:06.4,240,493,598,23603,21776,7016,885,250,112
24:07.4,239,493,598,23582,21757,7020,888,250,112
24:08.4,239,493,598,23582,21757,7020,888,250,112
24:09.5,239,493,598,23582,21757,7020,888,250,112
24:10.5,239,493,598,23561,21736,7023,890,251,112
24:11.5,239,493,598,23561,21736,7023,890,251,112
24:12.6,239,493,598,23561,21736,7023,890,251,112
24:13.6,240,494,599,23546,21722,7025,891,251,112
24:14.6,240,494,599,23546,21722,7025,891,251,112
24:15.7,240,494,599,23546,21722,7025,891,251,112
24:16.7,239,493,597,23526,21704,7023,892,252,112
24:17.7,239,493,597,23526,21704,7023,892,252,112
24:18.8,239,493,597,23526,21704,7023,892,252,112
24:19.8,238,492,597,23508,21687,7018,891,252,111
24:20.8,238,492,597,23508,21687,7018,891,252,111
24:21.9,238,492,597,23508,21687,7018,891,252,111
24:22.9,239,493,596,23499,21681,7014,891,252,110
24:23.9,239,493,596,23499,21681,7014,891,252,110
24:25.0,239,493,596,23499,21681,7014,891,252,110
24:26.0,239,493,595,23499,21684,7009,891,251,108
24:27.0,239,493,595,23499,21684,7009,891,251,108
24:28.1,239,493,595,23499,21684,7009,891,251,108
24:29.1,239,493,595,23499,21688,7005,892,250,107
24:30.2,239,493,595,23499,21688,7005,892,250,107
24:31.2,239,493,595,23499,21688,7005,892,250,107
24:32.2,239,493,593,23504,21694,6997,891,248,105
24:33.3,239,493,593,23504,21694,6997,891,248,105
24:34.3,239,493,593,23504,21694,6997,891,248,105
24:35.3,239,493,591,23510,21702,6986,890,244,101
24:36.4,239,493,591,23510,21702,6986,890,244,101
24:37.4,239,493,591,23510,21702,6986,890,244,101
24:38.4,239,493,590,23517,21705,6979,889,240,96
24:39.5,239,493,590,23517,21705,6979,889,240,96
24:40.5,239,493,590,23517,21705,6979,889,240,96
24:41.5,239,494,589,23519,21707,6978,889,236,91
24:42.6,239,494,589,23519,21707,6978,889,236,91
24:43.6,239,494,589,23519,21707,6978,889,236,91
24:44.6,239,495,587,23518,21702,6973,888,231,85
24:45.7,239,495,587,23518,21702,6973,888,231,85
24:46.7,239,495,587,23518,21702,6973,888,231,85
24:47.7,239,495,585,23520,21700,6966,886,225,78
24:48.8,239,495,585,23520,21700,6966,886,225,78
24:49.8,239,495,585,23520,21700,6966,886,225,78
24:50.8,240,497,585,23521,21697,6961,884,220,70
24:51.9,240,497,585,23521,21697,6961,884,220,70
24:52.9,240,497,585,23521,21697,6961,884,220,70
24:53.9,239,497,582,23512,21685,6957,882,215,63
24:55.0,239,497,582,23512,21685,6957,882,215,63
24:56.0,239,497,582,23512,21685,6957,882,215,63
24:57.1,239,496,580,23506,21675,6946,879,211,58
24:58.1,239,496,580,23506,21675,6946,879,211,58
24:59.1,239,496,580,23506,21675,6946,879,211,58
25:00.2,239,495,579,23501,21668,6930,874,207,54
25:01.2,239,495,579,23501,21668,6930,874,207,54
25:02.2,239,495,579,23501,21668,6930,874,207,54
25:03.3,239,496,578,23498,21665,6922,868,203,51
25:04.3,239,496,578,23498,21665,6922,868,203,51
25:05.3,239,496,578,23498,21665,6922,868,203,51
25:06.4,238,495,576,23495,21662,6916,863,200,50
25:07.4,238,495,576,23495,21662,6916,863,200,50
25:08.4,238,495,576,23495,21662,6916,863,200,50
25:09.5,238,494,575,23492,21663,6907,857,197,50
25:10.5,238,494,575,23492,21663,6907,857,197,50
25:11.5,238,494,575,23492,21663,6907,857,197,50
25:12.6,238,493,573,23484,21660,6897,852,194,51
25:13.6,238,493,573,23484,21660,6897,852,194,51
25:14.6,238,493,573,23484,21660,6897,852,194,51
25:15.7,238,493,572,23477,21657,6887,849,191,52
25:16.7,238,493,572,23477,21657,6887,849,191,52
25:17.7,238,493,572,23477,21657,6887,849,191,52
25:18.8,238,493,571,23478,21661,6884,844,188,53
25:19.8,238,493,571,23478,21661,6884,844,188,53
25:20.8,238,493,571,23478,21661,6884,844,188,53
25:21.9,238,493,571,23477,21663,6879,840,185,55
25:22.9,238,493,571,23477,21663,6879,840,185,55
25:24.0,238,493,571,23477,21663,6879,840,185,55
25:25.0,239,493,571,23482,21669,6875,836,184,58
25:26.0,239,493,571,23482,21669,6875,836,184,58
25:27.1,239,493,571,23482,21669,6875,836,184,58
25:28.1,239,493,571,23483,21672,6874,832,183,59
25:29.1,239,493,571,23483,21672,6874,832,183,59
25:30.2,239,493,571,23483,21672,6874,832,183,59
25:31.2,238,492,570,23476,21668,6874,827,182,59
25:32.2,238,492,570,23476,21668,6874,827,182,59
25:33.3,238,492,570,23476,21668,6874,827,182,59
25:34.3,238,491,569,23465,21656,6867,822,181,59
25:35.3,238,491,569,23465,21656,6867,822,181,59
25:36.4,238,491,569,23465,21656,6867,822,181,59
25:37.4,238,491,569,23446,21639,6864,819,181,59
25:38.4,238,491,569,23446,21639,6864,819,181,59
25:39.5,238,491,569,23446,21639,6864,819,181,59
25:40.5,239,491,570,23426,21620,6865,817,181,59
25:41.5,239,491,570,23426,21620,6865,817,181,59
25:42.6,239,491,570,23426,21620,6865,817,181,59
25:43.6,238,490,568,23415,21605,6863,814,181,59
25:44.6,238,490,568,23415,21605,6863,814,181,59
25:45.7,238,490,568,23415,21605,6863,814,181,59
25:46.7,237,489,568,23401,21589,6857,812,182,60
25:47.8,237,489,568,23401,21589,6857,812,182,60
25:48.8,237,489,568,23401,21589,6857,812,182,60
25:49.8,237,487,568,23386,21570,6849,810,183,62
25:50.9,237,487,568,23386,21570,6849,810,183,62
25:51.9,237,487,568,23386,21570,6849,810,183,62
25:52.9,237,487,568,23367,21547,6845,809,184,65
25:54.0,237,487,568,23367,21547,6845,809,184,65
25:55.0,237,487,568,23367,21547,6845,809,184,65
25:56.0,237,485,567,23344,21518,6838,805,184,66
25:57.1,237,485,567,23344,21518,6838,805,184,66
25:58.1,237,485,567,23344,21518,6838,805,184,66
