2025-11-30 17:34:50.878,19,29,33,1295,1076,123,0,0,0
2025-11-30 17:34:51.910,19,29,33,1295,1076,123,0,0,0
2025-11-30 17:34:52.944,19,29,33,1295,1076,123,0,0,0
2025-11-30 17:34:53.979,19,29,33,1302,1079,123,0,0,0
2025-11-30 17:34:55.013,19,29,33,1302,1079,123,0,0,0
2025-11-30 17:34:56.047,19,29,33,1302,1079,123,0,0,0
2025-11-30 17:34:57.083,19,29,33,1306,1080,125,0,0,0
2025-11-30 17:34:58.115,19,29,33,1306,1080,125,0,0,0
2025-11-30 17:34:59.150,19,29,33,1306,1080,125,0,0,0
2025-11-30 17:35:00.184,19,29,33,1308,1079,125,0,0,0
2025-11-30 17:35:01.218,19,29,33,1308,1079,125,0,0,0
2025-11-30 17:35:02.253,19,29,33,1308,1079,125,0,0,0
2025-11-30 17:35:03.286,19,29,33,1313,1081,125,0,0,0
2025-11-30 17:35:04.321,19,29,33,1313,1081,125,0,0,0
2025-11-30 17:35:05.354,19,29,33,1313,1081,125,0,0,0
2025-11-30 17:35:06.390,19,29,33,1318,1083,125,0,0,0
2025-11-30 17:35:07.423,19,29,33,1318,1083,125,0,0,0
2025-11-30 17:35:08.457,19,29,33,1318,1083,125,0,0,0
2025-11-30 17:35:09.492,19,29,33,1321,1082,125,0,0,0
2025-11-30 17:35:10.525,19,29,33,1321,1082,125,0,0,0
2025-11-30 17:35:11.562,19,29,33,1321,1082,125,0,0,0
2025-11-30 17:35:12.595,19,29,33,1324,1082,124,0,0,0
2025-11-30 17:35:13.629,19,29,33,1324,1082,124,0,0,0
2025-11-30 17:35:14.663,19,29,33,1324,1082,124,0,0,0
2025-11-30 17:35:15.696,19,29,33,1327,1081,123,0,0,0
2025-11-30 17:35:16.733,19,29,33,1327,1081,123,0,0,0
2025-11-30 17:35:17.764,19,29,33,1327,1081,123,0,0,0
2025-11-30 17:35:18.799,19,29,32,1328,1080,122,0,0,0
2025-11-30 17:35:19.831,19,29,32,1328,1080,122,0,0,0
2025-11-30 17:35:20.868,19,29,32,1328,1080,122,0,0,0
2025-11-30 17:35:21.901,19,29,32,1329,1081,121,0,0,0
2025-11-30 17:35:22.934,19,29,32,1329,1081,121,0,0,0
2025-11-30 17:35:23.967,19,29,32,1329,1081,121,0,0,0
2025-11-30 17:35:25.003,19,29,32,1328,1081,120,0,0,0
2025-11-30 17:35:26.036,19,29,32,1328,1081,120,0,0,0
2025-11-30 17:35:27.071,19,29,32,1328,1081,120,0,0,0
2025-11-30 17:35:28.104,19,29,32,1326,1081,119,0,0,0
2025-11-30 17:35:29.139,19,29,32,1326,1081,119,0,0,0
2025-11-30 17:35:30.174,19,29,32,1326,1081,119,0,0,0
2025-11-30 17:35:31.208,20,29,32,1321,1080,118,0,0,0
2025-11-30 17:35:32.242,20,29,32,1321,1080,118,0,0,0
2025-11-30 17:35:33.276,20,29,32,1321,1080,118,0,0,0
2025-11-30 17:35:34.310,20,29,32,1314,1076,117,0,0,0
2025-11-30 17:35:35.346,20,29,32,1314,1076,117,0,0,0
2025-11-30 17:35:36.379,20,29,32,1314,1076,117,0,0,0
2025-11-30 17:35:37.413,21,30,33,1305,1071,116,0,0,0
2025-11-30 17:35:38.447,21,30,33,1305,1071,116,0,0,0
2025-11-30 17:35:39.482,21,30,33,1305,1071,116,0,0,0
